"INCIDENT NUMBER","CHARGE ID","CHARGE DATE","REPORT DATE","APPROVED DATE","ATTEMPTED OR COMMITTED","STREET ADDRESS","SUBADDRESS","CITY","STATE","ZIP CODE","DISTRICT","ZONE","SUBZONE","STATUTE TITLE","STATUTE DESCRIPTION","STATUTE CATEGORY","CRIME AGAINST","NIBRS CODE","NIBRS DESCRIPTION","CENSUS BLOCK GROUP","COUNCIL DISTRICT","CRIME PREVENTION DISTRICT","NEIGHBORHOOD","LONGITUDE","LATITUDE","GEOLOCATION"
"21-104638","F8AA8FE4-940F-419B-A628-6E1351335C63","10/13/2021 12:10:12 PM","10/13/2021 02:56:35 PM","10/14/2021 03:11:09 PM","COMMITTED","900 N 19TH ST",,"BATON ROUGE","LA","70802","1","1A","1A2","13:38","SIMPLE ASSAULT","ASSAULT","PERSON","13B","SIMPLE ASSAULT",,"10",,"DOWNTOWN EAST","-91.16930","30.45677","POINT (-91.169302 30.456772)"
"21-104625","BE420A8D-55D3-4279-97C9-E47A9CC5AE9F","10/13/2021 11:58:43 AM","10/13/2021 12:30:06 PM","10/14/2021 08:41:44 AM","COMMITTED","744 N 11TH ST",,"BATON ROUGE","LA","70802","1","1A","1A2","13:67","THEFT","THEFT","PROPERTY","23H","ALL OTHER LARCENY",,"10",,"DOWNTOWN EAST","-91.17852","30.45445","POINT (-91.178515 30.454452)"
"21-057466","42A83B46-A632-4EB3-AFE8-1BB50FCB8C09","06/13/2021 10:05:00 PM","10/13/2021 11:33:43 AM","04/26/2023 10:45:36 AM","COMMITTED","1900  FLORIDA ST",,"BATON ROUGE","LA","70802","1","1A","1A2","14:99","RECKLESS OPERATION OF A VEHICLE","TRAFFIC","PERSON, PROPERTY,OR SOCIETY","90Z","ALL OTHER OFFENSES",,"10",,"DOWNTOWN EAST","-91.16879","30.44993","POINT (-91.16879 30.44993)"
"21-057466","CFEB0264-3F02-40D5-A1C2-DD7E073EE4A8","06/13/2021 10:05:00 PM","10/13/2021 11:33:43 AM","04/26/2023 10:45:36 AM","COMMITTED","1900  FLORIDA ST",,"BATON ROUGE","LA","70802","1","1A","1A2","14:39","NEGLIGENT INJURING","BATTERY","PERSON, PROPERTY,OR SOCIETY","90Z","ALL OTHER OFFENSES",,"10",,"DOWNTOWN EAST","-91.16879","30.44993","POINT (-91.16879 30.44993)"
"21-057466","18AB9EAB-4A04-4629-B8F2-9BD62EA13CC9","06/13/2021 10:05:00 PM","10/13/2021 11:33:43 AM","04/26/2023 10:45:36 AM","COMMITTED","1900  FLORIDA ST",,"BATON ROUGE","LA","70802","1","1A","1A2","14:32","NEGLIGENT HOMICIDE","HOMICIDE","PERSON","09B","NEGLIGENT MANSLAUGHTER",,"10",,"DOWNTOWN EAST","-91.16879","30.44993","POINT (-91.16879 30.44993)"
"21-103795","AE0148A6-E808-467C-96BB-41BC1D26CAE7","10/11/2021 11:59:10 AM","10/12/2021 12:43:32 PM","10/13/2021 09:41:01 AM","COMMITTED","153 N 17TH ST",,"BATON ROUGE","LA","70802","1","1A","1A1","14:70.4","ACCESS DEVICE FRAUD","THEFT","PROPERTY","250","COUNTERFEITING/FORGERY",,"10",,"DOWNTOWN EAST","-91.17202","30.44847","POINT (-91.172018 30.448468)"
"21-104073","59176A5B-4966-435A-8049-B0E224559933","10/11/2021 11:28:20 PM","10/12/2021 07:11:44 AM","10/12/2021 08:34:46 AM","COMMITTED","1223 CONVENTION ST",,"BATON ROUGE","LA","70802","1","1A","1A1","14:30.1","SECOND DEGREE MURDER","HOMICIDE","PERSON","09A","MURDER & NONNEGLIGENT MANSLAUGHTER",,"10",,"DOWNTOWN EAST","-91.17702","30.44880","POINT (-91.177018 30.448802)"
"21-104011","4AFB2B32-6474-459D-9E79-AAB4072215D4","10/11/2021 08:20:03 PM","10/11/2021 08:30:31 PM","10/12/2021 08:35:31 AM","COMMITTED","700 N 17TH ST",,"BATON ROUGE","LA","70802","1","1A","1A2","13:35","SIMPLE BATTERY","BATTERY","PERSON","13B","SIMPLE ASSAULT",,"10",,"DOWNTOWN EAST","-91.17126","30.45381","POINT (-91.171257 30.45381)"
"21-103619","54682186-5EA5-4382-A26B-0B7A0014145E","10/10/2021 08:22:00 PM","10/11/2021 03:30:31 PM","10/17/2021 06:45:45 PM","COMMITTED","324 BRICE ST",,"BATON ROUGE","LA","70802","1","1A","1A1","14:62","SIMPLE BURGLARY","NON-RESIDENTIAL BURGLARY","PROPERTY","220","BURGLARY/BREAKING & ENTERING",,"10",,"DOWNTOWN EAST","-91.17117","30.44533","POINT (-91.171168 30.445327)"
"21-103495","D5A5392A-4E1F-4BC5-B842-31DB71D6D9C3","10/10/2021 03:37:23 PM","10/10/2021 05:35:36 PM","10/27/2021 05:03:23 PM","COMMITTED","1206 FLORIDA ST",,"BATON ROUGE","LA","70802","1","1A","1A1","14:62","SIMPLE BURGLARY","NON-RESIDENTIAL BURGLARY","PROPERTY","220","BURGLARY/BREAKING & ENTERING",,"10",,"DOWNTOWN EAST","-91.17731","30.44945","POINT (-91.177314 30.449449)"
"21-103388","65A68BE5-351B-4F89-AB24-736FFBE3A9C3","10/10/2021 05:00:00 AM","10/10/2021 11:16:31 AM","10/11/2021 08:36:32 PM","COMMITTED","1500 MAIN ST",,"BATON ROUGE","LA","70802","1","1A","1A2","14:55","AGGRAVATED CRIMINAL DAMAGE TO PROPERTY","CRIMINAL DAMAGE TO PROPERTY","PROPERTY","290","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",,"10",,"DOWNTOWN EAST","-91.17216","30.45137","POINT (-91.172161 30.451368)"
"21-103353","8226528B-3905-46CE-A861-D18E3C2ADDEA","10/10/2021 06:56:33 AM","10/10/2021 09:02:03 AM","10/10/2021 11:17:19 AM","COMMITTED","222 S 17TH ST",,"BATON ROUGE","LA","70802","1","1A","1A1","13:35","SIMPLE BATTERY","BATTERY","PERSON","13B","SIMPLE ASSAULT",,"10",,"DOWNTOWN EAST","-91.17182","30.44625","POINT (-91.171821 30.446249)"
"21-102930","D9FE95D0-0EEA-42BE-A877-92F4C31F909C","10/09/2021 07:41:12 AM","10/09/2021 10:19:47 AM","10/10/2021 11:50:51 AM","COMMITTED","1934 OLEANDER ST",,"BATON ROUGE","LA","70806","2","2A","2A1","12:152","TRESPASSING","NUISANCE","SOCIETY","90J","TRESPASS OF REAL PROPERTY",,"10",,"DOWNTOWN EAST","-91.16857","30.44208","POINT (-91.16857 30.442076)"
"21-100864","56691C07-1161-4644-91B9-424FDF55E60D","10/04/2021 08:27:51 AM","10/08/2021 12:00:46 PM","12/23/2021 08:46:04 PM","COMMITTED","564 EDDIE ROBINSON SR DR",,"BATON ROUGE","LA","70802","1","1A","1A1","14:62.3","UNAUTHORIZED ENTRY OF AN INHAB.DWELLING","RESIDENTIAL BURGLARY","PROPERTY","220","BURGLARY/BREAKING & ENTERING",,"10",,"DOWNTOWN EAST","-91.17585","30.44271","POINT (-91.175845 30.442708)"
"21-094329","31F7D73F-8F53-42F8-B1C6-3565BDAE45B1","09/17/2021 12:12:10 PM","10/07/2021 01:36:36 PM","10/14/2021 03:02:33 PM","COMMITTED","1300 GOVERNMENT ST",,"BATON ROUGE","LA","70802","1","1A","1A1","14:67.26","THEFT OF A MOTOR VEHICLE.","THEFT","PROPERTY","240","MOTOR VEHICLE THEFT",,"10",,"DOWNTOWN EAST","-91.17547","30.44342","POINT (-91.175474 30.443417)"
"21-101826","6B7AAF7F-373C-4C21-80E0-1DD64903041D","10/06/2021 02:14:13 PM","10/06/2021 02:14:00 PM","06/02/2023 02:03:50 PM","COMMITTED","1642 BLANCHE CT",,"BATON ROUGE","LA","70802","2","2A","2A1","14:35","SIMPLE BATTERY","BATTERY","PERSON","13B","SIMPLE ASSAULT",,"10",,"DOWNTOWN EAST","-91.17139","30.44220","POINT (-91.171388 30.442201)"
"21-042966","04B60C17-462D-4BE6-AAFC-4D715D712B3B","05/06/2021 08:52:23 AM","10/06/2021 01:08:17 PM","10/07/2021 02:37:06 PM","COMMITTED","937 N 20TH ST",,"BATON ROUGE","LA","70802","1","1A","1A2","14:70.4/FR","ACCESS DEVICE FRAUD/FALSE PRETENSES/SWINDLE/ CONFIDENCE GAME","THEFT","PROPERTY","26A","FALSE PRETENSES/SWINDLE/CONFIDENCE GAME",,"10",,"DOWNTOWN EAST","-91.16861","30.45698","POINT (-91.168607 30.456975)"
"21-101721","C40B925F-DAB3-414A-8B53-0DFF8216FA8C","10/06/2021 09:40:04 AM","10/06/2021 10:01:41 AM","10/06/2021 11:13:18 AM","COMMITTED","1755 FLORIDA ST",,"BATON ROUGE","LA","70802","1","1A","1A2","13:67","THEFT","THEFT","PROPERTY","23A","POCKET-PICKING",,"10",,"DOWNTOWN EAST","-91.17009","30.44997","POINT (-91.170087 30.449965)"
"21-101544","FFF802EF-C6B1-44C4-9093-D4A4D1939A93","10/05/2021 08:49:07 PM","10/05/2021 09:39:35 PM","06/06/2023 08:11:53 AM","COMMITTED","744 N 11TH ST",,"BATON ROUGE","LA","70802","1","1A","1A2","13:285","IMPROPER TELEPHONE COMMUNICATION","NUISANCE","PERSON","13C","INTIMIDATION",,"10",,"DOWNTOWN EAST","-91.17852","30.45445","POINT (-91.178515 30.454452)"
"21-099755","6337E488-B9D2-482F-A1D0-139A2029B5D8","10/01/2021 12:19:13 PM","10/05/2021 02:32:00 PM","10/08/2021 09:57:53 AM","COMMITTED","1000 FLORIDA ST",,"BATON ROUGE","LA","70802","1","1A","1A2","14:97.1","SOLICITATION ON AN INTERSTATE HIGHWAY","NUISANCE","PERSON, PROPERTY,OR SOCIETY","90Z","ALL OTHER OFFENSES",,"10",,"DOWNTOWN EAST","-91.18014","30.44956","POINT (-91.18014 30.449562)"
"21-101324","335A91E5-073A-49E2-836D-6E7C1EF940C7","10/05/2021 11:31:29 AM","10/05/2021 11:46:28 AM","10/05/2021 12:34:57 PM","COMMITTED","153 N 17TH ST",,"BATON ROUGE","LA","70802","1","1A","1A1","14:67.16","IDENTITY THEFT","THEFT","PROPERTY","26C","IMPERSONATION",,"10",,"DOWNTOWN EAST","-91.17202","30.44847","POINT (-91.172018 30.448468)"
"21-101312","7BDB05A8-95B8-4E4C-93ED-8CF61BD1B39D","10/05/2021 10:03:40 AM","10/05/2021 10:47:15 AM","10/06/2021 11:57:01 AM","COMMITTED","744 N 11TH ST","275","BATON ROUGE","LA","70802","1","1A","1A2","14:79","VIOLATIONS OF PROTECTIVE ORDERS","OTHER","PERSON, PROPERTY,OR SOCIETY","90Z","ALL OTHER OFFENSES",,"10",,"DOWNTOWN EAST","-91.17852","30.45445","POINT (-91.178515 30.454452)"
"21-101033","13ECAE6F-6F0C-4B0B-B074-B0F581C14451","10/04/2021 03:53:45 PM","10/04/2021 04:31:14 PM","10/05/2021 05:24:07 PM","ATTEMPTED","1253 FLORIDA ST",,"BATON ROUGE","LA","70802","1","1A","1A2","14:65","SIMPLE ROBBERY","INDIVIDUAL ROBBERY","PROPERTY","120","ROBBERY",,"10",,"DOWNTOWN EAST","-91.17633","30.44980","POINT (-91.176332 30.4498)"
"21-100901","573F8C98-9393-4568-96FC-C06ACEDCAF59","10/04/2021 10:33:09 AM","10/04/2021 10:36:41 AM","10/04/2021 02:21:08 PM","COMMITTED","151 S 15TH ST",,"BATON ROUGE","LA","70802","1","1A","1A1","13:67","THEFT","THEFT","PROPERTY","23A","POCKET-PICKING",,"10",,"DOWNTOWN EAST","-91.17347","30.44538","POINT (-91.173474 30.445375)"
"21-100883","5CCA3E9A-424F-41E8-A9FE-AB5B27DD60F4","10/04/2021 09:40:22 AM","10/04/2021 09:43:50 AM","10/04/2021 02:36:30 PM","COMMITTED","136 N INTERSTATE 110 HWY",,"BATON ROUGE","LA","70802","1","1A","1A2","13:56.1","CRIMINAL DAMAGE TO PROPERTY BY DEFACING WITH GRAFITTI","CRIMINAL DAMAGE TO PROPERTY","PROPERTY","290","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",,"10",,"DOWNTOWN EAST","-91.17712","30.45738","POINT (-91.177116 30.457378)"
"21-100581","EC607FC8-A238-403C-B159-149A65571241","10/03/2021 11:22:00 AM","10/03/2021 02:52:19 PM","10/10/2021 10:58:23 AM","COMMITTED","1509 GOVERNMENT ST",,"BATON ROUGE","LA","70802","1","1A","1A1","14:67.26","THEFT OF A MOTOR VEHICLE.","THEFT","PROPERTY","240","MOTOR VEHICLE THEFT",,"10",,"DOWNTOWN EAST","-91.17231","30.44426","POINT (-91.172306 30.444257)"
"21-100535","27EE210A-A047-4B30-B705-B49364AE8462","10/03/2021 09:37:00 AM","10/03/2021 09:37:00 AM","02/09/2022 06:24:33 AM","COMMITTED","402 S 21ST ST",,"BATON ROUGE","LA","70806","1","1A","1A1","14:62","SIMPLE BURGLARY","NON-RESIDENTIAL BURGLARY","PROPERTY","220","BURGLARY/BREAKING & ENTERING",,"10",,"DOWNTOWN EAST","-91.16705","30.44472","POINT (-91.167047 30.444721)"
"21-098920","C7717584-BC06-49CA-A8E4-6ED7DB23FF05","09/29/2021 10:49:43 AM","09/30/2021 06:31:20 PM","10/05/2021 09:55:59 AM","COMMITTED","1448 FLORIDA ST",,"BATON ROUGE","LA","70802","1","1A","1A1","13:67","THEFT","THEFT","PROPERTY","23A","POCKET-PICKING",,"10",,"DOWNTOWN EAST","-91.17432","30.44945","POINT (-91.174316 30.449445)"
"21-099268","668CF584-1F8F-41E7-B0FB-45F6AC362870","09/29/2021 05:30:00 PM","09/30/2021 08:17:46 AM","09/30/2021 02:39:33 PM","COMMITTED","220 SAINT VINCENT DE PAUL PL",,"BATON ROUGE","LA","70802","1","1A","1A1","14:62","SIMPLE BURGLARY","NON-RESIDENTIAL BURGLARY","PROPERTY","220","BURGLARY/BREAKING & ENTERING",,"10",,"DOWNTOWN EAST","-91.17247","30.44914","POINT (-91.172465 30.449144)"
"21-096243","3004E2C3-1DE3-4198-8C61-564CDDAA2650","09/22/2021 12:44:03 PM","09/27/2021 09:49:50 PM","09/28/2021 05:02:56 PM","COMMITTED","130 S 16TH ST",,"BATON ROUGE","LA","70802","1","1A","1A1","14:62","SIMPLE BURGLARY","NON-RESIDENTIAL BURGLARY","PROPERTY","220","BURGLARY/BREAKING & ENTERING",,"10",,"DOWNTOWN EAST","-91.17299","30.44739","POINT (-91.172986 30.447394)"
"21-097556","7C413A91-C96D-4A04-88A4-3E5F52F10D97","09/25/2021 04:27:00 PM","09/27/2021 07:38:47 PM","09/28/2021 05:05:44 PM","COMMITTED","1700 N INTERSTATE 110 HWY",,"BATON ROUGE","LA","70802","1","1A","1A2","14:56","SIMPLE CRIMINAL DAMAGE TO PROPERTY","CRIMINAL DAMAGE TO PROPERTY","PROPERTY","290","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",,"10",,"DOWNTOWN EAST","-91.17106","30.45724","POINT (-91.171055 30.457241)"
"21-097556","5BC99106-2C33-4CC0-84E1-C3A153B20F7B","09/25/2021 04:27:00 PM","09/27/2021 07:38:47 PM","09/28/2021 05:05:44 PM","ATTEMPTED","1700 N INTERSTATE 110 HWY",,"BATON ROUGE","LA","70802","1","1A","1A2","14:67","THEFT","THEFT","PROPERTY","23G","THEFT OF MOTOR VEHICLE PARTS OR ACCESSORIES",,"10",,"DOWNTOWN EAST","-91.17106","30.45724","POINT (-91.171055 30.457241)"
"21-098091","A03B2F9B-1A43-40DB-BC06-2641F6762CFE","09/27/2021 06:30:00 AM","09/27/2021 11:45:33 AM","11/09/2021 01:36:33 PM","COMMITTED","1509 GOVERNMENT ST",,"BATON ROUGE","LA","70802","1","1A","1A1","14:67.26","THEFT OF A MOTOR VEHICLE.","THEFT","PROPERTY","240","MOTOR VEHICLE THEFT",,"10",,"DOWNTOWN EAST","-91.17231","30.44426","POINT (-91.172306 30.444257)"
"21-098191","8E537536-A356-4B1D-B987-5365FE733E0E","09/24/2021 08:00:00 PM","09/27/2021 11:15:00 AM","12/14/2021 03:03:25 PM","COMMITTED","1415 MAIN ST",,"BATON ROUGE","LA","70802","1","1A","1A2","14:62.2","SIMPLE BURGLARY OF AN INHABITED DWELLING","RESIDENTIAL BURGLARY","PROPERTY","220","BURGLARY/BREAKING & ENTERING",,"10",,"DOWNTOWN EAST","-91.17531","30.45207","POINT (-91.175314 30.452073)"
"21-098093","5BD855B5-ABC1-4CC1-A5B6-9D5939DCDC45","09/27/2021 08:04:11 AM","09/27/2021 08:40:52 AM","09/27/2021 11:48:32 AM","COMMITTED","1000 FLORIDA ST",,"BATON ROUGE","LA","70802","1","1A","1A2","14:97.1","SOLICITATION ON AN INTERSTATE HIGHWAY","NUISANCE","PERSON, PROPERTY,OR SOCIETY","90Z","ALL OTHER OFFENSES",,"10",,"DOWNTOWN EAST","-91.17989","30.44957","POINT (-91.179886 30.449573)"
"21-097019","8022A0B5-627A-457D-808C-F243CFA00328","09/24/2021 01:52:36 PM","09/24/2021 01:55:54 PM","09/30/2021 12:31:48 PM","COMMITTED","801 S 15TH ST",,"BATON ROUGE","LA","70802","2","2A","2A1","13:67","THEFT","THEFT","PROPERTY","23H","ALL OTHER LARCENY",,"10",,"DOWNTOWN EAST","-91.17273","30.44069","POINT (-91.172726 30.440693)"
"21-097019","DD0847F5-CF00-4F56-BDB1-2C5DF1E80BA9","09/24/2021 01:52:36 PM","09/24/2021 01:55:54 PM","09/30/2021 12:31:48 PM","COMMITTED","801 S 15TH ST",,"BATON ROUGE","LA","70802","2","2A","2A1","14:70.4","ACCESS DEVICE FRAUD","THEFT","PROPERTY","250","COUNTERFEITING/FORGERY",,"10",,"DOWNTOWN EAST","-91.17273","30.44069","POINT (-91.172726 30.440693)"
"21-093967","77BCC953-6690-4C4A-8472-EC2130D6420C","09/16/2021 12:00:00 PM","09/23/2021 12:21:38 PM","10/10/2021 11:28:41 AM","COMMITTED","1120 SPANISH TOWN RD",,"BATON ROUGE","LA","70802","1","1A","1A2","13:67","THEFT","THEFT","PROPERTY","23A","POCKET-PICKING",,"10",,"DOWNTOWN EAST","-91.17760","30.45464","POINT (-91.177604 30.454636)"
"21-008445","3A6330CF-1435-48ED-80A0-1301C789339A","01/27/2021 05:11:47 PM","09/21/2021 10:11:39 AM","09/24/2021 12:31:15 PM","COMMITTED","1719 SPAIN ST",,"BATON ROUGE","LA","70802","1","1A","1A1","14:94","ILLEGAL USE OF WEAPONS OR DANGEROUS INSTRUMENTALITIES","BATTERY","SOCIETY","520","WEAPON LAW VIOLATIONS",,"10",,"DOWNTOWN EAST","-91.17128","30.44488","POINT (-91.171275 30.444879)"
"21-095715","6BB9E9DF-2634-4CF5-8DD1-E6772647B3D4","09/21/2021 03:18:51 AM","09/21/2021 05:30:39 AM","09/22/2021 09:56:50 PM","COMMITTED","702 S 18TH ST",,"BATON ROUGE","LA","70802","2","2A","2A1","12:152","TRESPASSING","NUISANCE","SOCIETY","90J","TRESPASS OF REAL PROPERTY",,"10",,"DOWNTOWN EAST","-91.17039","30.44178","POINT (-91.170391 30.441783)"
"21-095715","09E05715-7287-457E-B21E-AE948757C6E2","09/21/2021 03:18:51 AM","09/21/2021 05:30:39 AM","09/22/2021 09:56:50 PM","COMMITTED","702 S 18TH ST",,"BATON ROUGE","LA","70802","2","2A","2A1","13:103(A)(3)","DISTURBING THE PEACE (INTOXICATION)","OTHER","SOCIETY","90E","DRUNKENNESS",,"10",,"DOWNTOWN EAST","-91.17039","30.44178","POINT (-91.170391 30.441783)"
"21-095219","6C1C3705-7BFF-42CB-B81A-2F47C2089F17","09/19/2021 04:58:10 PM","09/19/2021 06:47:21 PM","05/19/2023 01:35:38 PM","COMMITTED",,,"BATON ROUGE","LA","70802","1","1A","1A1","14:34.9","BATTERY OF A DATING PARTNER","BATTERY","PERSON","13A","AGGRAVATED ASSAULT",,"10",,"DOWNTOWN EAST",,,
"21-095219","53433B97-FFEA-4F71-925C-599D95CDA473","09/19/2021 04:58:10 PM","09/19/2021 06:47:21 PM","05/19/2023 01:35:38 PM","ATTEMPTED",,,"BATON ROUGE","LA","70802","1","1A","1A1","14:52","SIMPLE ARSON","PROPERTY DAMAGE","PROPERTY","200","ARSON",,"10",,"DOWNTOWN EAST",,,
"21-095219","174FF6BC-0F8E-4156-B6BD-A46BAC9099A2","09/19/2021 04:58:10 PM","09/19/2021 06:47:21 PM","05/19/2023 01:35:38 PM","COMMITTED",,,"BATON ROUGE","LA","70802","1","1A","1A1","14:56","SIMPLE CRIMINAL DAMAGE TO PROPERTY","CRIMINAL DAMAGE TO PROPERTY","PROPERTY","290","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",,"10",,"DOWNTOWN EAST",,,
"21-094323","890117FA-D795-4D10-A5D4-231B5117788C","09/17/2021 11:56:57 AM","09/17/2021 12:02:21 PM","09/23/2021 04:25:13 PM","COMMITTED","1288 FLORIDA ST",,"BATON ROUGE","LA","70802","1","1A","1A1","14:220","RENTED OR LEASED MOTOR VEHICLES; OBTAINING BY FALSE REPRESENTATION, ETC.; FAILURE TO RETURN","THEFT","PROPERTY","26A","FALSE PRETENSES/SWINDLE/CONFIDENCE GAME",,"10",,"DOWNTOWN EAST","-91.17609","30.44967","POINT (-91.176088 30.449669)"
"21-094297","9A87331E-B1F9-4403-AB2C-E83AD4613413","09/17/2021 10:36:35 AM","09/17/2021 11:46:39 AM","09/23/2021 04:27:03 PM","COMMITTED","740 N 14TH ST",,"BATON ROUGE","LA","70802","1","1A","1A2","14:62","SIMPLE BURGLARY","NON-RESIDENTIAL BURGLARY","PROPERTY","220","BURGLARY/BREAKING & ENTERING",,"10",,"DOWNTOWN EAST","-91.17555","30.45445","POINT (-91.175554 30.454447)"
"21-093481","F38FC4F2-042C-46A1-9ADC-0EFBC6C4B1E0","09/15/2021 12:00:00 AM","09/16/2021 07:17:49 PM","10/08/2021 11:04:24 AM","COMMITTED","965 N 18TH ST",,"BATON ROUGE","LA","70802","1","1A","1A2","14:62","SIMPLE BURGLARY","NON-RESIDENTIAL BURGLARY","PROPERTY","220","BURGLARY/BREAKING & ENTERING",,"10",,"DOWNTOWN EAST","-91.17113","30.45656","POINT (-91.171128 30.456563)"
"21-092044","9D35F44D-E9EC-43FA-B6CB-30DB9495856D","09/11/2021 01:06:38 PM","09/16/2021 02:27:01 PM","09/17/2021 01:19:20 PM","COMMITTED","965 N 18TH ST",,"BATON ROUGE","LA","70802","1","1A","1A2","14:62","SIMPLE BURGLARY","NON-RESIDENTIAL BURGLARY","PROPERTY","220","BURGLARY/BREAKING & ENTERING",,"10",,"DOWNTOWN EAST","-91.16966","30.45692","POINT (-91.169657 30.456918)"
"21-092044","A2BDFE6A-DA41-4FE5-8044-445809EDD68E","09/11/2021 01:06:38 PM","09/16/2021 02:27:01 PM","09/17/2021 01:19:20 PM","COMMITTED","965 N 18TH ST",,"BATON ROUGE","LA","70802","1","1A","1A2","14:62","SIMPLE BURGLARY","NON-RESIDENTIAL BURGLARY","PROPERTY","220","BURGLARY/BREAKING & ENTERING",,"10",,"DOWNTOWN EAST","-91.16966","30.45692","POINT (-91.169657 30.456918)"
"21-092044","A91AE141-A8B6-4E14-9DE2-4508F74C6D51","09/11/2021 01:06:38 PM","09/16/2021 02:27:01 PM","09/17/2021 01:19:20 PM","COMMITTED","965 N 18TH ST",,"BATON ROUGE","LA","70802","1","1A","1A2","14:56","SIMPLE CRIMINAL DAMAGE TO PROPERTY","CRIMINAL DAMAGE TO PROPERTY","PROPERTY","290","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",,"10",,"DOWNTOWN EAST","-91.16966","30.45692","POINT (-91.169657 30.456918)"
"21-093934","00E25BCA-631E-41F7-B231-27F78267A971","09/16/2021 11:27:23 AM","09/16/2021 12:58:00 PM","09/21/2021 05:09:26 PM","COMMITTED","1623 CONVENTION ST",,"BATON ROUGE","LA","70802","1","1A","1A1","14:34.7","AGGRAVATED SECOND DEGREE BATTERY","BATTERY","PERSON","13A","AGGRAVATED ASSAULT",,"10",,"DOWNTOWN EAST","-91.17238","30.44896","POINT (-91.172381 30.448963)"
"21-093564","C0231B65-828B-4355-A704-4C6EA6BCD9F3","09/15/2021 01:31:12 PM","09/16/2021 07:23:22 AM","09/16/2021 12:05:08 PM","COMMITTED","174 N INTERSTATE 110 HWY",,"BATON ROUGE","LA","70802","1","1A","1A2","13:56","SIMPLE CRIMINAL DAMAGE TO PROPERTY","CRIMINAL DAMAGE TO PROPERTY","PROPERTY","290","DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY",,"10",,"DOWNTOWN EAST","-91.17251","30.45752","POINT (-91.172508 30.457516)"
"21-093760","ABC2E31B-4284-42D7-A550-AEDD32923AFA","09/15/2021 09:29:31 PM","09/15/2021 09:29:00 PM","09/16/2021 01:04:28 AM","COMMITTED","1205 NORTH ST",,"BATON ROUGE","LA","70802","1","1A","1A2","14:64","ARMED ROBBERY","INDIVIDUAL ROBBERY","PROPERTY","120","ROBBERY",,"10",,"DOWNTOWN EAST","-91.17712","30.45304","POINT (-91.177121 30.453042)"
"21-092024","40C61D0B-A96F-41CC-8AA2-B7F5D0FFD1C7","09/11/2021 11:22:57 AM","09/15/2021 06:02:34 PM","09/17/2021 01:19:54 PM","COMMITTED","1307 MAIN ST",,"BATON ROUGE","LA","70802","1","1A","1A2","14:62","SIMPLE BURGLARY","NON-RESIDENTIAL BURGLARY","PROPERTY","220","BURGLARY/BREAKING & ENTERING",,"10",,"DOWNTOWN EAST","-91.17570","30.45217","POINT (-91.175704 30.45217)"
"21-093138","9E07C14C-6E89-4A45-A191-B0289B01C65F","09/14/2021 11:08:39 AM","09/14/2021 11:38:57 AM","09/15/2021 12:02:12 PM","COMMITTED","1253 FLORIDA ST",,"BATON ROUGE","LA","70802","1","1A","1A2","14:34.1","SECOND DEGREE BATTERY","BATTERY","PERSON","13A","AGGRAVATED ASSAULT",,"10",,"DOWNTOWN EAST","-91.17633","30.44980","POINT (-91.176332 30.4498)"
"21-093138","6266369A-D1C3-4B54-806B-582FA1596F1C","09/14/2021 11:08:39 AM","09/14/2021 11:38:57 AM","09/15/2021 12:02:12 PM","COMMITTED","1253 FLORIDA ST",,"BATON ROUGE","LA","70802","1","1A","1A2","14:64.4","SECOND DEGREE ROBBERY","BUSINESS ROBBERY","PROPERTY","120","ROBBERY",,"10",,"DOWNTOWN EAST","-91.17633","30.44980","POINT (-91.176332 30.4498)"
"21-085052","32B508FE-85D1-4E01-B773-EEBF8FF6FD53","08/26/2021 02:15:52 PM","09/14/2021 09:26:50 AM","09/29/2021 08:08:04 AM","COMMITTED","744 N 11TH ST",,"BATON ROUGE","LA","70802","1","1A","1A2","14:67.26","THEFT OF A MOTOR VEHICLE.","THEFT","PROPERTY","240","MOTOR VEHICLE THEFT",,"10",,"DOWNTOWN EAST","-91.17852","30.45445","POINT (-91.178515 30.454452)"
"21-093119","41B32CE8-2866-477A-9FF3-4F75934A1CD1","09/14/2021 12:00:00 PM","09/14/2021 08:59:00 AM","12/13/2021 12:08:11 PM","COMMITTED","1501 FLORIDA ST",,"BATON ROUGE","LA","70802","1","1A","1A2","14:62","SIMPLE BURGLARY","NON-RESIDENTIAL BURGLARY","PROPERTY","220","BURGLARY/BREAKING & ENTERING",,"10",,"DOWNTOWN EAST","-91.17340","30.45002","POINT (-91.173402 30.450024)"
"21-089867","94CC3375-3F59-40F4-997F-04F711280815","09/06/2021 08:59:52 AM","09/13/2021 10:12:38 AM","05/19/2023 07:21:50 AM","COMMITTED","1253 FLORIDA ST",,"BATON ROUGE","LA","70802","1","1A","1A2","13:37","AGGRAVATED ASSAULT","ASSAULT","PERSON","13A","AGGRAVATED ASSAULT",,"10",,"DOWNTOWN EAST","-91.17633","30.44980","POINT (-91.176332 30.4498)"
